name,company,year,Price,kms_driven,fuel_type,transmission
Maruti Suzuki Alto 800 Lx,Maruti,2017,"1,90,000","72,000 kms",Petrol,Manual
Maruti Suzuki Vitara Brezza ZDi,Maruti,2016,"2,90,000","15,975 kms",Diesel,Automatic
Maruti Suzuki Alto LX,Maruti,2008,"95,000","70,000 kms",Petrol,Manual
Mahindra Bolero DI,Mahindra,2017,"1,80,000","23,452 kms",Diesel,Automatic
Maruti Suzuki Swift Dzire ZDi,Maruti,2014,"3,85,000","35,522 kms",Diesel,Manual
Mahindra Scorpio S10 4WD,Mahindra,2015,"2,50,000","48,508 kms",Diesel,Automatic
Maruti Suzuki Swift Vdi BSIII,Maruti,2017,"1,80,000","15,487 kms",Petrol,Manual
Maruti Suzuki Wagon R VXi BS III,Maruti,2013,"1,05,000","39,000 kms",Petrol,Automatic
Maruti Suzuki Wagon R VXi Minor,Maruti,2013,"1,05,000","39,000 kms",Petrol,Manual
Toyota Innova 2.0 G 8 STR BS IV,Toyota,2012,"6,50,000","82,000 kms",Diesel,Automatic
Renault Lodgy 85 PS RXL,Renault,2018,"6,89,999","20,000 kms",Diesel,Manual
Skoda Yeti Ambition 2.0 TDI CR 4x2,Skoda,2012,"4,48,000","68,000 kms",Diesel,Automatic
Maruti Suzuki Baleno Delta 1.2,Maruti,2017,"5,49,000","32,000 kms",Diesel,Manual
Renault Duster 110 PS RxZ Diesel Plus,Renault,2012,"5,01,000","38,000 kms",Diesel,Automatic
Renault Duster 85 PS RxE Diesel,Renault,2013,"4,89,999","27,000 kms",Diesel,Manual
Honda City 1.5 S MT,Honda,2011,"2,80,000","33,000 kms",Petrol,Automatic
Maruti Suzuki Alto K10 VXi AMT,Maruti,2015,"2,50,000","60,000 kms",Petrol,Manual
Maruti Suzuki Dzire,Maruti,2013,"3,49,999","46,000 kms",Diesel,Automatic
Honda Amaze,Honda,2013,"2,84,999","46,000 kms",Diesel,Manual
Honda Amaze 1.5 SX i DTEC,Honda,2015,"3,45,000","36,000 kms",Diesel,Automatic
Honda City,Honda,2015,"4,99,999","55,000 kms",Petrol,Manual
Datsun Redi GO S,Datsun,2017,"2,35,000","16,000 kms",Petrol,Automatic
Maruti Suzuki SX4 ZXI MT,Maruti,2010,"2,49,999","36,000 kms",Petrol,Manual
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"14,75,000","47,000 kms",Diesel,Automatic
Mahindra Bolero DI,Mahindra,2017,"1,80,000","23,452 kms",Diesel,Manual
Maruti Suzuki Swift Dzire ZDi,Maruti,2014,"3,85,000","35,522 kms",Diesel,Automatic
Mahindra Scorpio S10 4WD,Mahindra,2015,"2,50,000","48,508 kms",Diesel,Manual
Maruti Suzuki Swift Vdi BSIII,Maruti,2017,"1,80,000","15,487 kms",Petrol,Automatic
Maruti Suzuki Wagon R VXi BS III,Maruti,2013,"1,05,000","39,000 kms",Petrol,Manual
Maruti Suzuki Wagon R VXi Minor,Maruti,2013,"1,05,000","39,000 kms",Petrol,Automatic
Mahindra Scorpio S10,Mahindra,2015,"3,95,000","35,000 kms",Diesel,Manual
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2017,"2,20,000","30,874 kms",Petrol,Automatic
Honda City ZX CVT,Honda,2017,"1,70,000","15,000 kms",Diesel,Manual
Maruti Suzuki Wagon R LX BS IV,Maruti,2013,"85,000","29,685 kms",Petrol,Automatic
Ford Figo,Ford,2012,"1,75,000","41,000 kms",Diesel,Manual
Hyundai Eon,Hyundai,2013,"1,90,000","25,000 kms",Petrol,Automatic
Tata Indigo eCS LS CR4 BS IV,Tata,2017,"2,00,000","1,30,000 kms",Diesel,Manual
Ford EcoSport Ambiente 1.5L TDCi,Ford,2016,"8,30,000","24,530 kms",Diesel,Automatic
Tata Indigo eCS LS CR4 BS IV,Tata,2017,"2,00,000","1,30,000 kms",Diesel,Manual
Mahindra Scorpio SLE BS IV,Mahindra,2012,"5,70,000","19,000 kms",Diesel,Automatic
Volkswagen Polo Highline Exquisite P,Volkswagen,2014,"3,15,000","60,000 kms",Petrol,Manual
Skoda Fabia Classic 1.2 MPI,Skoda,2010,"1,82,000","60,000 kms",Petrol,Automatic
Maruti Suzuki Stingray VXi,Maruti,2015,"3,15,000","30,000 kms",Petrol,Manual
I want to sell my car Tata Zest,I,2017,Ask For Price,,,Automatic
Chevrolet Spark LS 1.0,Chevrolet,2010,"1,10,000","41,000 kms",Petrol,Manual
Renault Duster 110PS Diesel RxZ,Renault,2012,"5,01,000","35,000 kms",Diesel,Automatic
Honda City,Honda,2015,"4,48,999","54,000 kms",Petrol,Manual
Mini Cooper S 1.6,Mini,2013,"18,91,111","13,000 kms",Petrol,Automatic
Datsun Redi GO S,Datsun,2017,"2,35,000","16,000 kms",Petrol,Manual
Skoda Fabia 1.2L Diesel Ambiente,Skoda,2011,"1,59,500","38,200 kms",Diesel,Automatic
Honda Amaze,Honda,2015,"3,44,999","22,000 kms",Petrol,Manual
Honda Amaze,Honda,2015,"3,44,999","22,000 kms",Petrol,Automatic
Renault Duster,Renault,2014,"4,49,999","50,000 kms",Diesel,Manual
Mini Cooper S 1.6,Mini,2013,"18,91,111","13,500 kms",Petrol,Automatic
Mahindra Scorpio S4,Mahindra,2015,"8,65,000","30,000 kms",Diesel,Manual
Mahindra Scorpio VLX 2WD BS IV,Mahindra,2014,"6,99,000","50,000 kms",Diesel,Automatic
Mahindra Quanto C8,Mahindra,2013,"3,75,000","20,000 kms",Diesel,Manual
Ford EcoSport,Ford,2017,"4,89,999","39,000 kms",Petrol,Automatic
Honda Brio,Honda,2012,"2,24,999","30,000 kms",Petrol,Manual
I want to sell my car Tata Zest,I,2017,Ask For Price,,,Automatic
Volkswagen Vento Highline Plus 1.5 Diesel AT,Volkswagen,2019,"12,00,000","3,600 kms",Diesel,Manual
Hyundai i20 Magna,Hyundai,2009,"1,95,000","32,000 kms",Petrol,Automatic
Toyota Corolla Altis Diesel D4DG,Toyota,2010,"3,51,000","38,000 kms",Diesel,Manual
Hyundai Verna Transform SX VTVT,Hyundai,2008,"1,60,000","45,000 kms",Petrol,Automatic
Toyota Corolla Altis Petrol Ltd,Toyota,2009,"2,40,000","35,000 kms",Petrol,Manual
Honda City 1.5 EXi New,Honda,2005,"90,000","50,000 kms",Petrol,Automatic
Hyundai Elite i20 Magna 1.2,Hyundai,2014,"4,15,000","32,000 kms",Petrol,Manual
Skoda Fabia 1.2L Diesel Elegance,Skoda,2011,"1,55,000","45,863 kms",Diesel,Automatic
BMW 3 Series 320i,BMW,2011,"6,00,000","60,500 kms",Petrol,Manual
Maruti Suzuki A Star Lxi,Maruti,2011,"1,89,500","12,500 kms",Petrol,Automatic
Toyota Etios GD,Toyota,2013,"3,50,000","60,000 kms",Diesel,Manual
Ford Figo Diesel EXI Option,Ford,2012,"2,10,000","35,000 kms",Diesel,Automatic
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2014,"3,90,000","35,000 kms",Petrol,Manual
Chevrolet Beat LT Diesel,Chevrolet,2012,"1,35,000","45,000 kms",Diesel,Automatic
BMW 7 Series 740Li Sedan,BMW,2009,"16,00,000","35,000 kms",Petrol,Manual
Mahindra XUV500 W8 AWD 2013,Mahindra,2013,"7,01,000","38,000 kms",Diesel,Automatic
Hyundai i10 Magna 1.2,Hyundai,2014,"2,65,000","18,000 kms",Petrol,Manual
Hyundai Verna Fluidic New,Hyundai,2015,"5,25,000","35,000 kms",Diesel,Automatic
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2013,"3,72,000","13,349 kms",Petrol,Manual
Maruti Suzuki Ertiga ZXI Plus,Maruti,2016,"6,35,000","29,000 kms",Petrol,Automatic
Ford EcoSport Titanium 1.5L TDCi,Ford,2014,"5,50,000","44,000 kms",Diesel,Manual
Maruti Suzuki Ertiga Vxi,Maruti,2016,"5,75,000","29,000 kms",Petrol,Automatic
Maruti Suzuki Ertiga VDi,Maruti,2013,"4,85,000","42,000 kms",Diesel,Manual
Maruti Suzuki Alto LXi BS III,Maruti,2012,"1,55,000","14,000 kms",Petrol,Automatic
Hyundai Grand i10 Asta 1.1 CRDi,Hyundai,2014,"3,45,000","49,000 kms",Diesel,Manual
Honda Amaze 1.2 S i VTEC,Honda,2014,"3,25,000","42,000 kms",Petrol,Automatic
Hyundai i20 Asta 1.4 CRDI 6 Speed,Hyundai,2012,"3,29,500","36,200 kms",Diesel,Manual
Ford Figo Diesel EXI,Ford,2014,"1,95,000","50,000 kms",Diesel,Automatic
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,"2,51,111","55,000 kms",Petrol,Manual
Maruti Suzuki Ertiga ZXi,Maruti,2014,"5,69,999","45,000 kms",Petrol,Automatic
Maruti Suzuki Esteem LXi BS III,Maruti,2007,"69,999","51,000 kms",Petrol,Manual
Maruti Suzuki Ritz VXI,Maruti,2014,"2,99,999","19,000 kms",Petrol,Automatic
Maruti Suzuki Dzire,Maruti,2009,"2,20,000","46,000 kms",Petrol,Manual
Maruti Suzuki Ritz LDi,Maruti,2013,"3,99,999","33,000 kms",Diesel,Automatic
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2013,"3,72,000","13,349 kms",Petrol,Manual
Maruti Suzuki Dzire VDI,Maruti,2015,"4,50,000","1,04,000 kms",Diesel,Automatic
Toyota Etios Liva G,Toyota,2014,"2,70,000","55,000 kms",Petrol,Manual
Hyundai i20 Sportz 1.4 CRDI,Hyundai,2011,"3,50,000","33,333 kms",Diesel,Automatic
Chevrolet Spark,Chevrolet,2012,"1,58,400","33,600 kms",Petrol,Manual
Maruti Suzuki Alto K10 VXi AMT,Maruti,2017,"3,50,000","5,600 kms",Petrol,Automatic
Nissan Micra XV,Nissan,2011,"1,79,000","41,000 kms",Petrol,Manual
Maruti Suzuki Swift,Maruti,2007,"1,25,000","70,000 kms",Petrol,Automatic
Maruti Suzuki Alto 800,Maruti,2018,"2,00,000","7,500 kms",Petrol,Manual
Honda Amaze 1.5 S i DTEC,Honda,2013,"2,99,000","45,000 kms",Diesel,Automatic
Maruti Suzuki Alto 800 Vxi,Maruti,2015,"2,20,000","38,000 kms",Petrol,Manual
Chevrolet Beat,Chevrolet,2015,"1,50,000","30,000 kms",Petrol,Automatic
Toyota Corolla,Toyota,2009,"2,75,000","26,000 kms",,Manual
Honda City 1.5 V MT,Honda,2010,"2,85,000","35,000 kms",Petrol,Automatic
Ford EcoSport Trend 1.5L TDCi,Ford,2016,"8,30,000","24,330 kms",Diesel,Manual
Hyundai i20 Asta 1.2,Hyundai,2009,"2,10,000","65,480 kms",Petrol,Automatic
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2013,"3,40,000","41,000 kms",Petrol,Manual
Tata Indica V2 eLS,Tata,2006,"90,000","20,000 kms",Petrol,Automatic
Maruti Suzuki Alto 800 Lxi,Maruti,2018,Ask For Price,"28,028 kms",Petrol,Manual
Hindustan Motors Ambassador,Hindustan,2000,"70,000","2,00,000 kms",Diesel,Automatic
Toyota Corolla Altis 1.8 GL,Toyota,2010,"2,89,999","70,000 kms",Petrol,Manual
Toyota Corolla Altis 1.8 J,Toyota,2012,"3,49,999","59,000 kms",Petrol,Automatic
Toyota Innova 2.5 GX BS IV 7 STR,Toyota,2012,"8,49,999","99,000 kms",Diesel,Manual
Volkswagen Jetta Highline TDI AT,Volkswagen,2014,"7,49,999","46,000 kms",Diesel,Automatic
Volkswagen Polo Comfortline 1.2L P,Volkswagen,2015,"3,99,999","2,800 kms",Petrol,Manual
Volkswagen Polo,Volkswagen,2014,"2,74,999","32,000 kms",Petrol,Automatic
Mahindra Scorpio,Mahindra,2015,"9,84,999","22,000 kms",Diesel,Manual
Renault Duster,Renault,2014,"4,49,999","50,000 kms",Diesel,Automatic
Honda Amaze,Honda,2015,"3,44,999","22,000 kms",Petrol,Manual
Nissan Sunny,Nissan,2012,"2,24,999","45,000 kms",Petrol,Automatic
Hyundai Elite i20,Hyundai,2018,"5,99,999","21,000 kms",Petrol,Manual
Renault Kwid,Renault,2016,"2,44,999","11,000 kms",Petrol,Automatic
Renault Duster,Renault,2013,"3,99,999","41,000 kms",Diesel,Manual
Ford EcoSport,Ford,2017,"4,89,999","39,000 kms",Petrol,Automatic
Renault Duster,Renault,2014,"4,74,999","50,000 kms",Diesel,Manual
Mahindra Scorpio VLX Airbag,Mahindra,2011,"4,99,999","66,000 kms",Diesel,Automatic
Maruti Suzuki Alto 800 Lxi,Maruti,2018,"3,10,000","3,000 kms",Petrol,Manual
Chevrolet Spark LT 1.0,Chevrolet,2010,"85,000","45,000 kms",Petrol,Automatic
Datsun Redi GO T O,Datsun,2016,"2,45,000","7,000 kms",Petrol,Manual
Maruti Suzuki Swift RS VDI,Maruti,2010,"1,89,500","38,500 kms",Diesel,Automatic
Fiat Punto Emotion 1.2,Fiat,2012,"1,69,500","37,200 kms",Diesel,Manual
Maruti Suzuki Swift RS VDI,Maruti,2010,"1,59,500","43,200 kms",Diesel,Automatic
Toyota Etios GD,Toyota,2013,"2,75,000","24,800 kms",Petrol,Manual
Hyundai i20 Sportz 1.4 CRDI,Hyundai,2014,"3,70,000","60,000 kms",Diesel,Automatic
Hyundai i10 Sportz 1.2,Hyundai,2010,"1,68,000","45,872 kms",Petrol,Manual
Chevrolet Beat LT Opt Diesel,Chevrolet,2011,"1,50,000","40,000 kms",Diesel,Automatic
Chevrolet Beat LS Diesel,Chevrolet,2011,"1,45,000","45,000 kms",Diesel,Manual
Chevrolet Beat LT Diesel,Chevrolet,2012,"98,500","38,000 kms",Diesel,Automatic
Mahindra Scorpio VLX 2WD BS IV,Mahindra,2014,"6,99,000","50,000 kms",Diesel,Manual
Tata Indigo CS,Tata,2011,"85,000","11,400 kms",Diesel,Automatic
Toyota Corolla Altis 1.8 J,Toyota,2015,"5,75,000","42,000 kms",Petrol,Manual
Honda City 1.5 V MT,Honda,2014,"5,49,000","39,000 kms",Petrol,Automatic
Maruti Suzuki Swift VDi,Maruti,2011,"2,09,000","47,000 kms",Diesel,Manual
Hyundai Eon Era Plus,Hyundai,2013,"1,85,000","27,000 kms",Petrol,Automatic
Mahindra Scorpio S10,Mahindra,2015,"9,00,000","97,200 kms",Diesel,Manual
Mahindra XUV500,Mahindra,2014,"6,99,999","52,000 kms",Diesel,Automatic
Honda Brio,Honda,2012,"2,24,999","30,000 kms",Petrol,Manual
Ford Fiesta,Ford,2011,"2,74,999","55,000 kms",Diesel,Automatic
Honda Amaze,Honda,2013,"2,84,999","46,000 kms",Diesel,Manual
Honda City,Honda,2015,"5,99,999","30,000 kms",Diesel,Automatic
Maruti Suzuki Wagon R,Maruti,2012,"1,99,999","44,000 kms",Petrol,Manual
Honda City,Honda,2014,"5,44,999","45,000 kms",Diesel,Automatic
Hyundai i20,Hyundai,2009,"1,99,000","31,000 kms",Petrol,Manual
Tata Indigo eCS LX TDI BS III,Tata,2016,"3,20,000","1,75,430 kms",Diesel,Automatic
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2015,"5,40,000","38,000 kms",Diesel,Manual
"Commercial , DZire LDI, 2016, for sale",Commercial,...,Ask For Price,,,Automatic
Mahindra Quanto C8,Mahindra,2013,"3,40,000","37,000 kms",Diesel,Manual
Fiat Petra ELX 1.2 PS,Fiat,2008,"75,000","65,000 kms",Petrol,Automatic
Skoda Fabia 1.2L Diesel Ambiente,Skoda,2011,"1,59,500","38,200 kms",Diesel,Manual
Mini Cooper S 1.6,Mini,2013,"18,91,111","13,000 kms",Petrol,Automatic
Hyundai Santro Xing XS,Hyundai,2005,"49,000","7,500 kms",Petrol,Manual
Maruti Suzuki Ciaz VXi Plus,Maruti,2016,"7,00,000","3,350 kms",Petrol,Automatic
Maruti Suzuki Zen VX,Maruti,2000,"55,000","60,000 kms",Petrol,Manual
Honda City,Honda,2015,"4,48,999","54,000 kms",Petrol,Automatic
Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2017,"8,95,000","32,000 kms",Petrol,Manual
"Tata indigo ecs LX, 201",Tata,150k,"1,50,000",,,Automatic
Mahindra Scorpio SLX,Mahindra,2007,"3,55,000","75,000 kms",Diesel,Manual
Mahindra Scorpio SLE BS IV,Mahindra,2012,"5,65,000","62,000 kms",Diesel,Automatic
Toyota Innova 2.5 G BS III 8 STR,Toyota,2006,"3,65,000","73,000 kms",Diesel,Manual
Maruti Suzuki Alto K10 VXi AMT,Maruti,2011,"1,45,000","41,000 kms",Petrol,Automatic
Maruti Suzuki Wagon R LXI BS IV,Maruti,2011,"2,10,000","35,000 kms",Petrol,Manual
Tata Nano Cx BSIV,Tata,2013,"40,000","2,200 kms",Petrol,Automatic
Maruti Suzuki Alto Std BS IV,Maruti,2013,"1,25,000","39,000 kms",Petrol,Manual
Maruti Suzuki Wagon R LXi BS III,Maruti,2009,"1,35,000","45,000 kms",Petrol,Automatic
Maruti Suzuki Swift VXI BSIII,Maruti,2006,"1,35,000","45,000 kms",Petrol,Manual
Tata Sumo Victa EX 10 by 7 Str BSIII,Tata,2012,"2,85,000","65,000 kms",Diesel,Automatic
MARUTI SUZUKI DESI,MARUTI,TOUR,"4,00,000",,,Manual
Maruti Suzuki Wagon R LXi BS III,Maruti,2010,"1,45,000","54,870 kms",Petrol,Automatic
Maruti Suzuki Alto LXi BS III,Maruti,2010,"1,35,000","34,580 kms",Petrol,Manual
Volkswagen Passat Diesel Comfortline AT,Volkswagen,2009,"4,50,000","97,000 kms",Diesel,Automatic
Renault Scala RxL Diesel Travelogue,Renault,2015,"3,75,000","25,000 kms",Diesel,Manual
Mahindra Quanto C8,Mahindra,2013,"3,75,000","20,000 kms",Diesel,Automatic
Hyundai Grand i10 Sportz O 1.2 Kappa VTVT,Hyundai,2014,"3,65,000","20,000 kms",Petrol,Manual
Hyundai i20 Active 1.2 SX,Hyundai,2015,"5,00,000","18,000 kms",Petrol,Automatic
Mahindra Xylo E4,Mahindra,2012,"4,00,000","35,000 kms",Diesel,Manual
Mahindra Jeep MM 550 XDB,Mahindra,2019,"3,90,000",60 kms,Diesel,Automatic
Renault Duster 110PS Diesel RxZ,Renault,2012,"5,01,000","35,000 kms",Diesel,Manual
Mahindra Bolero SLE BS IV,Mahindra,2013,"3,30,000","80,200 kms",Diesel,Automatic
Force Motors Force One LX ABS 7 STR,Force,2015,"5,80,000","3,200 kms",Diesel,Manual
Maruti Suzuki SX4,Maruti,2012,"2,65,000","46,000 kms",Diesel,Automatic
Mahindra Jeep CL550 MDI,Mahindra,2019,"3,79,000","0,000 kms",Diesel,Manual
Maruti Suzuki Alto 800,Maruti,2015,"2,19,000","5,000 kms",Petrol,Automatic
Mahindra Jeep CL550 MDI,Mahindra,2018,"3,85,000",588 kms,Diesel,Manual
Toyota Etios,Toyota,2011,"2,75,000","36,000 kms",Diesel,Automatic
Volkswagen Polo,Volkswagen,2015,"3,30,000","38,000 kms",Diesel,Manual
Honda City ZX VTEC,Honda,2008,"1,10,000","45,000 kms",Petrol,Automatic
Maruti Suzuki Wagon R LX BS III,Maruti,2006,"80,000","71,200 kms",Petrol,Manual
Honda City VX O MT Diesel,Honda,2016,"5,19,000","52,000 kms",Diesel,Automatic
Mahindra Thar CRDe 4x4 AC,Mahindra,2016,"7,30,000","29,000 kms",Diesel,Manual
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"14,75,000","47,000 kms",Diesel,Automatic
Audi A4 1.8 TFSI Multitronic Premium Plus,Audi,2009,"6,99,000","47,000 kms",Petrol,Manual
Mercedes Benz GLA Class 200 CDI Sport,Mercedes,2015,"20,00,000","20,000 kms",Diesel,Automatic
Land Rover Freelander 2 SE,Land,2015,"21,00,000","30,000 kms",Diesel,Manual
Renault Kwid RXT,Renault,2017,"3,40,000","5,000 kms",Petrol,Automatic
Tata Aria Pleasure 4X2,Tata,2014,"3,90,000","35,000 kms",Diesel,Manual
Mercedes Benz B Class B180 Sports,Mercedes,2014,"14,00,000","31,000 kms",Petrol,Automatic
Datsun GO T O,Datsun,2016,"2,45,000","7,000 kms",Petrol,Manual
Tata Indigo eCS LX TDI BS III,Tata,2016,"3,20,000","1,75,430 kms",Diesel,Automatic
Tata Indigo eCS LX TDI BS III,Tata,2016,"3,20,000","1,75,400 kms",Diesel,Manual
Honda Jazz VX MT,Honda,2016,"4,50,000","41,000 kms",Petrol,Automatic
Honda Amaze 1.2 S i VTEC,Honda,2014,"3,11,000","33,000 kms",Petrol,Manual
Honda Amaze,Honda,2013,"2,84,999","46,000 kms",Diesel,Automatic
Honda City,Honda,2012,"3,99,999","45,000 kms",Petrol,Manual
Honda City,Honda,2015,"5,99,999","39,000 kms",Diesel,Automatic
Honda Amaze,Honda,2015,"3,44,999","22,000 kms",Petrol,Manual
Audi A4 1.8 TFSI Multitronic Premium Plus,Audi,2009,"6,99,000","47,000 kms",Petrol,Automatic
Force Motors Force One LX ABS 7 STR,Force,2015,"5,80,000","3,200 kms",Diesel,Manual
Mahindra Scorpio S4,Mahindra,2015,"8,55,000","30,000 kms",Diesel,Automatic
Hyundai i20 Active 1.4L SX O,Hyundai,2015,"5,35,000","37,000 kms",Diesel,Manual
Mini Cooper S,Mini,2013,"18,91,111","13,000 kms",Petrol,Automatic
Maruti Suzuki Ciaz ZXI Plus,Maruti,2017,"6,99,000","14,000 kms",Petrol,Manual
Chevrolet Tavera Neo,Chevrolet,2013,"3,75,000","55,000 kms",Diesel,Automatic
Honda Amaze,Honda,2013,"2,84,999","46,000 kms",Diesel,Manual
Hyundai Eon Sportz,Hyundai,2012,"1,78,000","30,000 kms",Petrol,Automatic
Tata Sumo Gold Select Variant,Tata,2013,"3,00,000","50,000 kms",Diesel,Manual
Maruti Suzuki Wagon R 1.0,Maruti,2003,"90,000","45,000 kms",Petrol,Automatic
Maruti Suzuki Esteem VXi BS III,Maruti,2006,"95,000","45,000 kms",Petrol,Manual
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,"2,55,000","9,300 kms",Petrol,Automatic
Chevrolet Enjoy 1.4 LS 8 STR,Chevrolet,2013,"2,45,000","55,000 kms",Diesel,Manual
Hyundai i20 Asta 1.4 CRDI 6 Speed,Hyundai,2012,"3,29,500","36,200 kms",Diesel,Automatic
Ford Figo Diesel EXI,Ford,2014,"1,95,000","50,000 kms",Diesel,Manual
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,"2,51,111","55,000 kms",Petrol,Automatic
Maruti Suzuki Ertiga ZXi,Maruti,2014,"5,69,999","45,000 kms",Petrol,Manual
Maruti Suzuki Esteem LXi BS III,Maruti,2007,"69,999","51,000 kms",Petrol,Automatic
Maruti Suzuki Ritz VXI,Maruti,2014,"2,99,999","19,000 kms",Petrol,Manual
Maruti Suzuki Dzire,Maruti,2009,"2,20,000","46,000 kms",Petrol,Automatic
Maruti Suzuki Ritz LDi,Maruti,2013,"3,99,999","33,000 kms",Diesel,Manual
Maruti Suzuki SX4 ZXI MT,Maruti,2010,"2,49,999","36,000 kms",Petrol,Automatic
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2015,"2,89,999","22,000 kms",Petrol,Manual
Mini Cooper S 1.6,Mini,2013,"18,91,111","13,500 kms",Petrol,Automatic
Nissan Terrano XL D Plus,Nissan,2015,"4,99,999","60,000 kms",Diesel,Manual
Renault Duster 85 PS RxE Diesel,Renault,2013,"4,89,999","27,000 kms",Diesel,Automatic
Renault Duster 85 PS RxE Diesel,Renault,2014,"4,89,999","59,000 kms",Diesel,Manual
Renault Duster 85 PS RxL Diesel,Renault,2015,"5,49,999","19,000 kms",Diesel,Automatic
Maruti Suzuki Dzire ZXI,Maruti,2013,"3,80,000","30,000 kms",Petrol,Manual
Renault Kwid RXT Opt,Renault,2018,"3,25,000","15,000 kms",Petrol,Automatic
Maruti Suzuki Maruti 800 Std,Maruti,2003,"57,000","56,758 kms",Petrol,Manual
Renault Kwid 1.0 RXT AMT,Renault,2018,"3,49,999","10,000 kms",Petrol,Automatic
Renault Lodgy 85 PS RXL,Renault,2018,"6,89,999","20,000 kms",Diesel,Manual
Renault Scala RxL Diesel,Renault,2014,"3,49,999","49,000 kms",Diesel,Automatic
Hyundai Grand i10 Asta 1.2 Kappa VTVT O,Hyundai,2014,"4,10,000","41,000 kms",Petrol,Manual
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,"2,25,000","45,000 kms",Petrol,Automatic
Chevrolet Beat LS Petrol,Chevrolet,2010,"1,20,000","43,000 kms",Petrol,Manual
Tata Indigo eCS LX TDI BS III,Tata,2016,"3,20,000","1,75,430 kms",Diesel,Automatic
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2000,"59,000","56,450 kms",Petrol,Manual
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2015,"5,40,000","38,000 kms",Diesel,Automatic
"Commercial , DZire LDI, 2016, for sale",Commercial,...,Ask For Price,,,Manual
Chevrolet Beat LS Petrol,Chevrolet,2010,"80,000","56,000 kms",Petrol,Automatic
Mahindra Quanto C8,Mahindra,2013,"3,40,000","37,000 kms",Diesel,Manual
Fiat Petra ELX 1.2 PS,Fiat,2008,"75,000","65,000 kms",Petrol,Automatic
